edge_id,geometry_wkt
149851,"LINESTRING (713735.408112 7071156.096088, 713785.834034 7071135.970386)"
149881,"LINESTRING (713560.672678 7071237.348746, 713587.517662 7071214.58959)"
149911,"LINESTRING (713544.528303 7071268.793442, 713546.132048 7071272.385937)"
149940,"LINESTRING (713623.349253 7071346.496865, 713629.285178 7071351.292447)"
149970,"LINESTRING (699070.053738 7056657.354543, 699073.988349 7056653.108586)"
150000,"LINESTRING (698097.710462 7057465.438349, 698129.80898 7057519.135129)"
150029,"LINESTRING (698612.972974 7057102.928846, 698612.29234 7057102.984728)"
150059,"LINESTRING (698102.059592 7057244.801567, 698100.968336 7057246.540185)"
150089,"LINESTRING (699017.687949 7056771.106533, 699018.915144 7056774.170519)"
150118,"LINESTRING (699016.802265 7057138.065119, 699013.817 7057136.037691)"
150148,"LINESTRING (699107.328969 7057011.024395, 699106.527763 7057010.946524)"
150178,"LINESTRING (712847.263288 7070818.527035, 712868.466036 7070846.749572)"
150207,"LINESTRING (712932.323287 7071122.63904, 712941.00704 7071113.966281)"
150237,"LINESTRING (713149.788539 7070601.308649, 713151.544058 7070600.710972)"
150267,"LINESTRING (713498.617887 7070650.464013, 713508.367854 7070646.130031)"
150297,"LINESTRING (713664.496033 7070559.715406, 713651.226733 7070565.578467)"
150326,"LINESTRING (713124.202114 7071108.319937, 713126.164927 7071109.728784)"
150356,"LINESTRING (713177.978417 7071250.095995, 713220.095298 7071216.449297)"
150386,"LINESTRING (713096.086971 7071073.148103, 713100.861819 7071075.756019)"
150415,"LINESTRING (713101.906919 7071139.751401, 713100.674232 7071143.660305)"
150445,"LINESTRING (713160.614771 7071220.666393, 713162.622128 7071224.159424)"
150475,"LINESTRING (713203.928909 7071425.48644, 713207.749517 7071430.733512)"
150504,"LINESTRING (712956.96536 7071210.204495, 712960.450491 7071210.847831)"
150534,"LINESTRING (713055.640724 7071302.623547, 713060.298053 7071310.04569)"
150564,"LINESTRING (713168.387571 7071457.421415, 713175.84583 7071464.538223)"
150593,"LINESTRING (713121.341861 7071094.549499, 713125.036781 7071093.220817)"
150623,"LINESTRING (712897.131425 7071153.149897, 712895.852652 7071152.578563)"
150653,"LINESTRING (712905.346129 7071133.175255, 712906.554028 7071133.813295)"
150682,"LINESTRING (713084.139815 7071233.904943, 713086.401898 7071234.344888)"
150712,"LINESTRING (713373.149261 7071256.4221, 713378.246669 7071251.207429)"
150742,"LINESTRING (713242.880735 7071404.905152, 713251.771351 7071413.385114)"
150772,"LINESTRING (713212.806272 7071290.132169, 713216.278552 7071290.196109)"
150801,"LINESTRING (713073.87341 7071504.709477, 713048.177148 7071509.486205)"
150831,"LINESTRING (712857.659017 7071583.90374, 712858.115887 7071591.260349)"
150861,"LINESTRING (712878.241808 7071385.964386, 712871.70449 7071381.023333)"
150890,"LINESTRING (713045.99816 7071400.875397, 713048.330664 7071401.415795)"
150920,"LINESTRING (712975.56191 7071385.197789, 712987.837219 7071404.194696)"
150950,"LINESTRING (712729.491267 7071474.747952, 712734.841338 7071466.925381)"
150979,"LINESTRING (712820.841678 7071344.351551, 712833.844662 7071333.169806)"
151009,"LINESTRING (712771.981993 7071158.211734, 712776.632755 7071159.448292)"
151039,"LINESTRING (712901.122045 7071253.383622, 712907.080815 7071248.605157)"
151068,"LINESTRING (712109.55376 7072448.999243, 712122.072191 7072437.703181)"
151098,"LINESTRING (712512.567581 7072171.92319, 712514.407564 7072168.093479)"
151128,"LINESTRING (712967.409886 7071588.359112, 712967.500897 7071631.389343)"
151157,"LINESTRING (712117.342026 7071860.935038, 712101.663622 7071848.363114)"
151187,"LINESTRING (711933.505713 7071804.826186, 711947.70276 7071815.923344)"
151217,"LINESTRING (712023.903896 7071915.008344, 712023.709395 7071916.668505)"
151246,"LINESTRING (712804.340679 7071860.172328, 712807.394578 7071860.591691)"
151276,"LINESTRING (712604.502736 7071944.373768, 712657.537001 7071888.535541)"
151306,"LINESTRING (713087.070757 7071661.101693, 713091.185301 7071655.572375)"
151336,"LINESTRING (713095.663868 7071820.481429, 713094.81663 7071825.940404)"
151365,"LINESTRING (713057.172421 7071935.963147, 713055.3615 7071939.268928)"
151395,"LINESTRING (712949.820763 7071890.922061, 712946.796495 7071889.934303)"
151425,"LINESTRING (713003.700894 7071604.135363, 713004.039779 7071601.338811)"
151454,"LINESTRING (712559.321807 7072256.573192, 712547.788878 7072269.263573)"
151484,"LINESTRING (712637.613968 7071774.211446, 712636.782632 7071772.838753)"
151514,"LINESTRING (712641.650462 7071615.507518, 712647.234476 7071607.317601)"
151543,"LINESTRING (712530.405253 7071539.684027, 712499.845428 7071518.641075)"
151573,"LINESTRING (712378.067902 7071422.914914, 712375.416405 7071419.498742)"
151603,"LINESTRING (712415.525078 7071373.437356, 712439.140815 7071356.594474)"
151632,"LINESTRING (712557.840178 7071358.98879, 712562.919856 7071361.273744)"
151662,"LINESTRING (712774.992577 7071505.421958, 712786.784293 7071513.428602)"
151692,"LINESTRING (712889.624029 7071684.770911, 712905.378294 7071697.612673)"
151721,"LINESTRING (711949.43394 7071529.048969, 711951.416065 7071531.415902)"
151751,"LINESTRING (711908.430119 7071605.89376, 711907.538036 7071606.382228)"
151781,"LINESTRING (711966.320443 7071390.945836, 711957.839762 7071401.470603)"
151810,"LINESTRING (711841.175587 7071523.535735, 711832.891075 7071531.798737)"
151840,"LINESTRING (711705.380673 7071365.495407, 711709.008746 7071372.18986)"
151870,"LINESTRING (712668.402436 7071285.270867, 712664.895768 7071287.89307)"
151900,"LINESTRING (712764.373708 7071804.144975, 712765.642431 7071802.866221)"
151929,"LINESTRING (712716.371093 7071754.998281, 712715.474693 7071751.151281)"
151959,"LINESTRING (712750.493287 7071692.241696, 712753.598947 7071691.713839)"
151989,"LINESTRING (712805.174959 7071739.977419, 712803.829082 7071744.053331)"
152018,"LINESTRING (712646.42507 7072320.58543, 712642.944558 7072318.19254)"
152048,"LINESTRING (711737.867564 7071312.681806, 711734.253701 7071312.685356)"
152078,"LINESTRING (711787.079393 7071340.948218, 711789.841777 7071338.925706)"
152107,"LINESTRING (711886.915153 7071254.999896, 711887.838643 7071259.716082)"
152137,"LINESTRING (711877.545819 7071304.25082, 711874.275213 7071305.792982)"
152167,"LINESTRING (711966.816496 7071373.973448, 711967.504323 7071376.415622)"
152196,"LINESTRING (711940.005981 7071268.308517, 711939.676401 7071266.992734)"
152226,"LINESTRING (712100.634289 7071171.394266, 712119.833598 7071156.022759)"
152256,"LINESTRING (711160.680344 7071604.315743, 711165.884835 7071600.938135)"
152285,"LINESTRING (711287.462276 7071520.57243, 711291.269062 7071519.521374)"
152315,"LINESTRING (711433.335173 7071471.40874, 711438.62767 7071466.638477)"
152345,"LINESTRING (711137.258415 7071398.804136, 711118.223435 7071418.670725)"
152375,"LINESTRING (711212.909131 7071278.358314, 711210.079292 7071278.843001)"
152404,"LINESTRING (711147.278006 7071381.817246, 711145.565711 7071385.792502)"
152434,"LINESTRING (711481.061811 7071320.918827, 711480.113081 7071297.356907)"
152464,"LINESTRING (708014.443156 7065870.691549, 708003.850615 7065887.169355)"
152493,"LINESTRING (707949.845665 7066016.172293, 707947.487469 7066021.818912)"
152523,"LINESTRING (708795.466771 7066731.489722, 708794.575155 7066726.863543)"
152553,"LINESTRING (708826.205124 7066664.90801, 708830.712811 7066661.059297)"
152582,"LINESTRING (708946.585784 7066551.140673, 708950.066925 7066547.535587)"
152612,"LINESTRING (709015.224392 7066571.92311, 709038.109737 7066570.812238)"
152642,"LINESTRING (708987.897165 7066443.422158, 708991.535656 7066447.662728)"
152671,"LINESTRING (708732.880197 7066099.605357, 708734.56895 7066097.033745)"
152701,"LINESTRING (708797.137477 7066029.722191, 708812.096909 7065988.089747)"
152731,"LINESTRING (708568.902103 7066297.970313, 708679.161282 7066326.613292)"
152760,"LINESTRING (708715.064761 7066207.484425, 708714.668546 7066202.825633)"
152790,"LINESTRING (706046.288073 7063935.576611, 706042.079533 7063937.577912)"
152820,"LINESTRING (706019.440572 7063680.637928, 706016.750103 7063680.077854)"
152849,"LINESTRING (706245.957303 7063947.519161, 706236.700549 7063961.404918)"
152879,"LINESTRING (705266.835529 7061481.551003, 705268.820471 7061480.204539)"
152909,"LINESTRING (705273.842559 7061706.551248, 705272.396582 7061707.385631)"
152939,"LINESTRING (705254.04884 7061744.564648, 705257.19313 7061730.660782)"
152968,"LINESTRING (705411.80874 7061545.328487, 705406.859487 7061549.769861)"
152998,"LINESTRING (707347.260143 7063264.007579, 707351.01347 7063291.169265)"
153028,"LINESTRING (707519.917555 7063965.869606, 707525.3136 7063976.385301)"
153057,"LINESTRING (707910.786134 7064509.272447, 707920.143613 7064521.554913)"
153087,"LINESTRING (708172.270943 7065884.203605, 708181.379471 7065866.30867)"
153117,"LINESTRING (708019.835461 7065783.197381, 708024.205591 7065776.651043)"
153146,"LINESTRING (709077.446673 7066394.120989, 709079.743398 7066396.420381)"
153176,"LINESTRING (708952.311321 7066317.34886, 708954.115862 7066322.054509)"
153206,"LINESTRING (708853.065773 7066383.608905, 708849.453122 7066385.308213)"
153235,"LINESTRING (708981.426335 7066369.337659, 708981.622178 7066366.395962)"
153265,"LINESTRING (708759.727904 7066850.485437, 708764.047408 7066853.679409)"
153295,"LINESTRING (706091.202783 7065634.39936, 706096.787901 7065634.806628)"
153324,"LINESTRING (707542.754954 7066605.302499, 707536.954992 7066576.052785)"
153354,"LINESTRING (707474.644194 7066503.633367, 707474.932388 7066499.844793)"
153384,"LINESTRING (707446.288715 7066408.16951, 707447.291107 7066404.905658)"
153413,"LINESTRING (707360.548892 7066279.298446, 707354.582891 7066273.038828)"
153443,"LINESTRING (707200.354687 7066060.378638, 707194.692903 7066053.930155)"
153473,"LINESTRING (706797.914973 7065727.17337, 706767.679264 7065698.385472)"
153503,"LINESTRING (706506.609896 7065262.295454, 706504.537706 7065260.420882)"
153532,"LINESTRING (706496.918568 7062439.587596, 706647.47057 7062604.196574)"
153562,"LINESTRING (705697.610227 7061872.422446, 705698.57418 7061871.910836)"
153592,"LINESTRING (705817.808317 7062257.838113, 705816.331426 7062261.213016)"
153621,"LINESTRING (705968.586302 7061769.239487, 705972.257798 7061780.743283)"
153651,"LINESTRING (705692.556716 7062278.669906, 705692.552622 7062282.692657)"
153681,"LINESTRING (705704.921028 7062330.766616, 705706.320474 7062333.787898)"
153710,"LINESTRING (705936.915496 7062153.90661, 705939.850973 7062151.246466)"
153740,"LINESTRING (706064.60598 7062232.58196, 706065.971991 7062240.149783)"
153770,"LINESTRING (705633.283187 7062136.465251, 705636.344138 7062135.688301)"
153799,"LINESTRING (705734.777708 7062365.475336, 705733.484 7062362.977893)"
153829,"LINESTRING (705829.938704 7062207.081596, 705833.262767 7062212.110716)"
153859,"LINESTRING (705767.511729 7062109.858022, 705806.161972 7062170.049789)"
153888,"LINESTRING (706244.091877 7062205.756802, 706217.79999 7062216.191126)"
153918,"LINESTRING (710731.053141 7066711.680262, 710732.868171 7066710.079005)"
153948,"LINESTRING (710724.037272 7066469.061426, 710723.388469 7066467.812053)"
153978,"LINESTRING (711056.975548 7066040.466589, 711059.13766 7066038.910714)"
154007,"LINESTRING (710795.27434 7066127.435016, 710800.025956 7066122.830598)"
154037,"LINESTRING (707625.680561 7061735.806225, 707618.815908 7061730.626385)"
154067,"LINESTRING (706460.02049 7061698.245527, 706462.950362 7061694.727635)"
154096,"LINESTRING (706523.036876 7061617.786201, 706534.651526 7061602.789773)"
154126,"LINESTRING (706508.410915 7061742.830187, 706517.695391 7061751.432473)"
154156,"LINESTRING (706890.688339 7061686.468414, 706890.706495 7061654.476084)"
154185,"LINESTRING (706894.70727 7061770.950626, 706943.268765 7061771.44528)"
154215,"LINESTRING (706720.075757 7061487.21984, 706720.226135 7061479.988051)"
154245,"LINESTRING (705425.61953 7057309.607949, 705427.162812 7057311.982826)"
154274,"LINESTRING (711627.030638 7069601.496465, 711629.33645 7069605.089786)"
154304,"LINESTRING (712074.788699 7070041.016409, 712072.622082 7070038.69366)"
154334,"LINESTRING (711987.965488 7069698.302581, 711992.439166 7069696.997133)"
154363,"LINESTRING (712483.605934 7069174.729544, 712519.114674 7069158.883635)"
154393,"LINESTRING (711850.404524 7069233.184845, 711849.482976 7069227.376646)"
154423,"LINESTRING (705690.070089 7057142.441476, 705697.215226 7057144.042136)"
154452,"LINESTRING (711654.480556 7069146.303143, 711692.113746 7069087.895942)"
154482,"LINESTRING (711551.568392 7068917.607075, 711548.533969 7068917.210748)"
154512,"LINESTRING (706010.654407 7064330.669472, 706006.104185 7064334.63173)"
154542,"LINESTRING (706442.551419 7064802.172697, 706441.121788 7064795.507092)"
154571,"LINESTRING (706282.203687 7064461.092761, 706284.576972 7064460.003347)"
154601,"LINESTRING (706299.408749 7064889.510299, 706299.354742 7064893.455128)"
154631,"LINESTRING (706396.997767 7064404.969585, 706402.614557 7064409.689792)"
154660,"LINESTRING (705995.037128 7064459.685394, 705999.302649 7064463.590262)"
154690,"LINESTRING (705948.431632 7064266.482268, 705953.745548 7064270.176476)"
154720,"LINESTRING (706448.368337 7064884.687723, 706452.451477 7064880.424376)"
154749,"LINESTRING (706204.027907 7064822.006238, 706203.050647 7064828.546532)"
154779,"LINESTRING (706405.374283 7064701.747209, 706403.986253 7064708.153263)"
154809,"LINESTRING (706196.204176 7064636.710733, 706192.601066 7064635.904393)"
154838,"LINESTRING (706125.202825 7064563.362587, 706118.633851 7064568.124901)"
154868,"LINESTRING (706386.625678 7064992.622205, 706387.985719 7065004.436157)"
154898,"LINESTRING (706398.704945 7064874.556708, 706402.674028 7064877.124315)"
154927,"LINESTRING (706457.957764 7064214.092881, 706468.137912 7064216.221942)"
154957,"LINESTRING (706515.733319 7064274.068226, 706515.334614 7064275.928753)"
154987,"LINESTRING (705743.77907 7064401.218158, 705728.5057 7064415.009512)"
155017,"LINESTRING (706429.788084 7064276.620924, 706442.695206 7064284.124325)"
155046,"LINESTRING (706514.015187 7064508.908181, 706517.985439 7064516.724542)"
155076,"LINESTRING (711423.713146 7068412.438877, 711430.953563 7068408.062833)"
155106,"LINESTRING (711603.038809 7068257.301024, 711603.772263 7068255.073692)"
155135,"LINESTRING (711671.751193 7068282.251301, 711678.812634 7068275.657499)"
155165,"LINESTRING (711841.344155 7068113.716772, 711844.109841 7068114.23527)"
155195,"LINESTRING (711800.58879 7068808.923865, 711806.591073 7068811.120841)"
155224,"LINESTRING (705294.085489 7063521.565291, 705285.490838 7063526.036868)"
155254,"LINESTRING (705264.23387 7063898.892099, 705264.037467 7063896.897209)"
155284,"LINESTRING (704986.040699 7063474.479253, 704986.448286 7063478.034406)"
155313,"LINESTRING (705049.929508 7063378.312152, 705052.421576 7063379.250459)"
155343,"LINESTRING (705122.728546 7063059.518115, 705112.526625 7063062.851824)"
155373,"LINESTRING (705064.542325 7063078.542762, 705060.241964 7063079.942948)"
155402,"LINESTRING (705166.749776 7063194.071695, 705171.4508 7063211.203604)"
155432,"LINESTRING (705224.146896 7063177.298333, 705231.691712 7063175.098973)"
155462,"LINESTRING (705497.976352 7063967.070783, 705493.872315 7063971.04502)"
155491,"LINESTRING (705059.465336 7063077.234379, 705058.72403 7063074.626133)"
155521,"LINESTRING (705178.017505 7063041.449734, 705155.063051 7063048.950377)"
155551,"LINESTRING (704915.94253 7063208.933904, 704885.89483 7063278.732794)"
155581,"LINESTRING (705378.155359 7063219.800772, 705382.696108 7063248.232228)"
155610,"LINESTRING (704996.904989 7063244.107702, 705045.849831 7063229.575942)"
155640,"LINESTRING (705033.4729 7063037.395268, 704959.431373 7063005.726223)"
155670,"LINESTRING (705570.79485 7062843.362085, 705585.548436 7062822.025953)"
155699,"LINESTRING (705681.56198 7063116.432821, 705725.641472 7063104.42052)"
155729,"LINESTRING (706394.806002 7064785.903737, 706391.288232 7064822.038874)"
155759,"LINESTRING (705551.043267 7063747.059388, 705556.576585 7063751.644897)"
155788,"LINESTRING (706686.922524 7064636.440328, 706689.693525 7064634.348624)"
155818,"LINESTRING (706774.158211 7064645.482607, 706781.204885 7064644.220766)"
155848,"LINESTRING (707608.968231 7064521.211922, 707579.501829 7064497.736692)"
155877,"LINESTRING (706422.648209 7064629.901158, 706412.579962 7064672.8375)"
155907,"LINESTRING (706581.170536 7064976.544498, 706580.329589 7064975.195112)"
155937,"LINESTRING (706592.767088 7064971.131146, 706592.885584 7064972.7137)"
155966,"LINESTRING (706025.94088 7063556.472173, 706025.429289 7063558.042863)"
155996,"LINESTRING (706228.482273 7063583.382922, 706253.576537 7063586.92115)"
156026,"LINESTRING (706116.616443 7063836.140698, 706134.445925 7063870.159357)"
156055,"LINESTRING (706089.368212 7063528.971727, 706104.893378 7063566.509006)"
156085,"LINESTRING (705823.353549 7063469.805876, 705828.933787 7063476.988133)"
156115,"LINESTRING (710908.037334 7064269.913086, 710937.627286 7064299.746801)"
156145,"LINESTRING (710937.627286 7064299.746801, 710983.710773 7064346.440029)"
156174,"LINESTRING (710472.925712 7064078.736296, 710481.641358 7064087.043501)"
156204,"LINESTRING (711066.669594 7064529.650065, 711080.933054 7064517.464804)"
156234,"LINESTRING (711037.251002 7064349.40939, 711060.684739 7064383.733693)"
156263,"LINESTRING (710728.291635 7064196.41826, 710768.531145 7064157.303353)"
156293,"LINESTRING (710406.995106 7064027.56417, 710411.197737 7064029.544418)"
156323,"LINESTRING (712398.434931 7066992.127427, 712400.967389 7066992.723683)"
156352,"LINESTRING (712788.39502 7066955.695758, 712795.195783 7066946.796057)"
156382,"LINESTRING (712852.368416 7066864.004161, 712853.869711 7066860.57524)"
156412,"LINESTRING (712887.150535 7066725.017515, 712888.577479 7066713.954763)"
156441,"LINESTRING (712891.422458 7066625.121016, 712891.469955 7066619.872285)"
156471,"LINESTRING (712906.781438 7066518.028921, 712906.554446 7066515.175528)"
156501,"LINESTRING (712767.140626 7066692.435483, 712782.689878 7066702.188633)"
156530,"LINESTRING (712379.332368 7067442.664249, 712400.119462 7067413.122607)"
156560,"LINESTRING (712529.643766 7067226.97008, 712530.716681 7067225.077984)"
156590,"LINESTRING (712624.364947 7067055.296468, 712670.53478 7067094.483322)"
156620,"LINESTRING (712932.485181 7067284.533422, 712926.789783 7067292.945211)"
156649,"LINESTRING (713031.424485 7067142.062744, 713036.889421 7067144.59406)"
156679,"LINESTRING (713161.235243 7066746.696208, 713137.976931 7066734.773067)"
156709,"LINESTRING (713218.009901 7066580.95111, 713221.422619 7066580.502277)"
156738,"LINESTRING (713051.087711 7067056.276712, 712991.016555 7067033.737109)"
156768,"LINESTRING (713025.978431 7066915.836019, 713020.03857 7066913.515353)"
156798,"LINESTRING (712586.617801 7066726.527989, 712589.531964 7066727.392644)"
156827,"LINESTRING (712661.590636 7066868.77297, 712643.883828 7066908.673245)"
156857,"LINESTRING (706323.684229 7065073.376473, 706291.350039 7065092.083838)"
156887,"LINESTRING (705633.997764 7062341.280932, 705621.613126 7062308.774396)"
156916,"LINESTRING (705674.676533 7062384.703229, 705665.094113 7062404.27244)"
156946,"LINESTRING (692700.851504 7062657.427737, 692688.335866 7062652.117528)"
156976,"LINESTRING (692791.281339 7062685.157878, 692789.324098 7062688.848876)"
157005,"LINESTRING (705344.420379 7062183.908751, 705362.885809 7062178.265603)"
157035,"LINESTRING (705208.548583 7061057.942796, 705214.139015 7061065.224504)"
157065,"LINESTRING (705253.300219 7061281.918409, 705139.57471 7061367.025005)"
157094,"LINESTRING (705669.479567 7061152.294594, 705674.515416 7061146.850676)"
157124,"LINESTRING (705587.034926 7061347.797336, 705589.502432 7061345.771734)"
157154,"LINESTRING (705485.015938 7061440.731246, 705481.730781 7061445.820488)"
157184,"LINESTRING (705056.077713 7061708.355972, 705056.759463 7061706.517947)"
157213,"LINESTRING (704987.606361 7061591.368152, 704988.188812 7061589.652609)"
157243,"LINESTRING (704727.577443 7061938.278074, 704738.870136 7061945.642218)"
157273,"LINESTRING (703695.068249 7058460.700304, 703700.391489 7058460.893248)"
157302,"LINESTRING (710730.133255 7065096.345023, 710790.724186 7065198.86209)"
157332,"LINESTRING (710594.931325 7065598.172698, 710647.402192 7065576.56413)"
157362,"LINESTRING (710669.938645 7065745.715531, 710664.023585 7065747.788152)"
157391,"LINESTRING (713377.79369 7064686.836538, 713380.260378 7064688.68116)"
157421,"LINESTRING (713238.852324 7064746.737792, 713231.003579 7064751.254722)"
157451,"LINESTRING (713634.028245 7065184.35698, 713638.279545 7065180.076977)"
157480,"LINESTRING (712002.779797 7065566.349722, 712003.164069 7065565.425605)"
157510,"LINESTRING (712667.913333 7064565.532727, 712665.505196 7064568.970684)"
157540,"LINESTRING (712345.276265 7065228.846321, 712346.230323 7065226.419075)"
157569,"LINESTRING (712987.715787 7067674.33951, 712994.03093 7067679.268781)"
157599,"LINESTRING (713489.978589 7067188.429391, 713496.404577 7067188.534059)"
157629,"LINESTRING (712657.198739 7067186.024273, 712662.342367 7067189.858358)"
157659,"LINESTRING (713323.159114 7067668.921913, 713325.539819 7067670.666084)"
157688,"LINESTRING (713525.341404 7067812.354359, 713617.42856 7067705.002965)"
157718,"LINESTRING (712515.577131 7067361.492842, 712513.004476 7067363.12527)"
157748,"LINESTRING (712400.933465 7067467.273868, 712406.453522 7067470.462207)"
157777,"LINESTRING (712552.219683 7067520.29011, 712542.029907 7067513.536153)"
157807,"LINESTRING (712644.678972 7067442.46713, 712640.795806 7067447.785252)"
157837,"LINESTRING (712609.745985 7067439.669019, 712611.824676 7067437.400302)"
157866,"LINESTRING (713305.347728 7067427.842087, 713255.703495 7067495.915239)"
157896,"LINESTRING (716796.526892 7059618.910785, 716794.776695 7059618.816388)"
157926,"LINESTRING (707014.143097 7065229.288334, 707011.480206 7065235.636964)"
157955,"LINESTRING (707461.700207 7065123.288474, 707467.846778 7065122.405178)"
157985,"LINESTRING (707562.741887 7065094.316665, 707567.256669 7065090.745618)"
158015,"LINESTRING (707623.579371 7065042.981869, 707628.113967 7065040.514135)"
158044,"LINESTRING (707692.314496 7065041.504749, 707692.340448 7065032.935217)"
158074,"LINESTRING (707128.290387 7064946.469669, 707127.704899 7064950.324666)"
158104,"LINESTRING (707119.618971 7065095.172328, 707121.595641 7065099.665792)"
158133,"LINESTRING (707166.75183 7065132.709121, 707174.128063 7065133.532079)"
158163,"LINESTRING (707160.773025 7064670.982066, 707162.449991 7064671.853425)"
158193,"LINESTRING (707379.073303 7065265.741484, 707379.886073 7065261.441045)"
158223,"LINESTRING (706952.030513 7065110.874744, 706897.613007 7065105.904071)"
158252,"LINESTRING (707376.81499 7065249.546543, 707374.917611 7065249.544039)"
158282,"LINESTRING (707187.450221 7065206.886537, 707187.566693 7065204.401618)"
158312,"LINESTRING (707996.138288 7064929.300923, 707999.879172 7064902.784117)"
158341,"LINESTRING (707045.625274 7065185.722214, 707047.50666 7065187.195567)"
158371,"LINESTRING (707016.000163 7064900.359603, 707015.508356 7064902.966625)"
158401,"LINESTRING (707216.275395 7064765.630285, 707218.027171 7064763.370367)"
158430,"LINESTRING (706878.50919 7065268.702618, 706882.048364 7065269.275308)"
158460,"LINESTRING (706997.35088 7065075.694628, 706998.092048 7065077.478562)"
158490,"LINESTRING (706794.609021 7065232.070603, 706795.877604 7065231.002339)"
158519,"LINESTRING (706821.762015 7065166.656114, 706822.97655 7065163.481614)"
158549,"LINESTRING (706727.137228 7065250.766323, 706732.787743 7065250.059921)"
158579,"LINESTRING (706878.50919 7065268.702618, 706882.048364 7065269.275308)"
158608,"LINESTRING (706939.612665 7065241.732104, 706940.544862 7065237.910934)"
158638,"LINESTRING (707289.328566 7064767.44119, 707294.27361 7064765.196604)"
158668,"LINESTRING (707367.276191 7064778.519946, 707371.563 7064781.478688)"
158697,"LINESTRING (707351.053844 7064768.65867, 707356.367222 7064771.696756)"
158727,"LINESTRING (707344.49956 7064923.314186, 707343.462633 7064925.764452)"
158757,"LINESTRING (707231.087274 7064837.036252, 707235.791042 7064829.676319)"
158787,"LINESTRING (707362.916694 7064873.759825, 707367.764857 7064875.136894)"
158816,"LINESTRING (707224.936741 7064758.587484, 707228.762286 7064756.943156)"
158846,"LINESTRING (707263.006445 7064787.097924, 707266.423725 7064783.603229)"
158876,"LINESTRING (714900.439442 7063135.213309, 714902.062125 7063134.916757)"
158905,"LINESTRING (694420.53361 7050011.03818, 694418.067682 7050015.608678)"
158935,"LINESTRING (694361.106773 7050088.208476, 694357.397353 7050091.5324)"
158965,"LINESTRING (694289.246205 7049958.169971, 694299.528547 7050030.713382)"
158994,"LINESTRING (694155.186198 7050183.078324, 694161.848852 7050180.029726)"
159024,"LINESTRING (694283.760509 7050141.075638, 694287.861292 7050138.731724)"
159054,"LINESTRING (694359.442498 7050155.661301, 694361.083349 7050156.662393)"
159083,"LINESTRING (694454.539406 7050220.365923, 694459.114517 7050223.882144)"
159113,"LINESTRING (694277.886772 7050312.049474, 694281.949779 7050314.55219)"
159143,"LINESTRING (694399.516152 7050411.833525, 694405.417993 7050414.769021)"
159172,"LINESTRING (694493.492501 7050424.64242, 694499.084559 7050423.010251)"
159202,"LINESTRING (693894.94064 7050142.744626, 693888.056166 7050137.582431)"
159232,"LINESTRING (693988.611472 7050196.345861, 693987.035088 7050195.935313)"
159262,"LINESTRING (693910.670272 7050154.381618, 693904.006244 7050149.54227)"
159291,"LINESTRING (694379.785157 7050294.498616, 694381.879087 7050294.30711)"
159321,"LINESTRING (694436.028886 7050080.535052, 694446.297108 7050069.316443)"
159351,"LINESTRING (710751.356488 7065517.344003, 710752.798886 7065514.605388)"
159380,"LINESTRING (710966.348254 7065515.945179, 711006.025551 7065492.342452)"
159410,"LINESTRING (711226.524231 7065224.01379, 711231.025167 7065221.404033)"
159440,"LINESTRING (712313.584996 7063493.491288, 712316.339683 7063490.377156)"
159469,"LINESTRING (712126.438515 7063642.227962, 712153.007399 7063620.421925)"
159499,"LINESTRING (712050.120436 7063489.696868, 712049.027386 7063480.957958)"
159529,"LINESTRING (712108.749991 7063346.985432, 712112.364065 7063342.725281)"
159558,"LINESTRING (711738.692736 7062977.981242, 711765.717969 7063012.727717)"
159588,"LINESTRING (710549.294848 7063914.890129, 710567.631607 7063890.932537)"
159618,"LINESTRING (710505.018643 7063203.847045, 710573.476051 7063264.284794)"
159647,"LINESTRING (710574.74708 7063120.212691, 710579.282347 7063122.650553)"
159677,"LINESTRING (710725.576349 7063156.894621, 710747.805492 7063176.705888)"
159707,"LINESTRING (710606.782328 7063261.51741, 710612.757537 7063266.443041)"
159736,"LINESTRING (710437.618002 7064769.312099, 710439.89405 7064767.577923)"
159766,"LINESTRING (710805.458434 7065454.7084, 710811.784739 7065448.836678)"
159796,"LINESTRING (711067.473377 7065582.829382, 711080.79307 7065570.408064)"
159826,"LINESTRING (711531.060745 7065026.151313, 711535.471805 7065022.638974)"
159855,"LINESTRING (711397.184446 7065140.256744, 711388.217744 7065135.023169)"
159885,"LINESTRING (711517.653696 7064973.32441, 711499.687919 7064947.45614)"
159915,"LINESTRING (713356.315184 7067315.942676, 713387.81977 7067252.240166)"
159944,"LINESTRING (712363.849776 7067636.89516, 712366.099098 7067634.192101)"
159974,"LINESTRING (712004.828004 7067493.099154, 711987.886142 7067486.320566)"
160004,"LINESTRING (712283.681874 7067492.980796, 712287.386755 7067494.549124)"
160033,"LINESTRING (712965.777988 7066838.501028, 712970.0753 7066828.882525)"
160063,"LINESTRING (713592.79124 7067525.989615, 713598.059453 7067530.582688)"
160093,"LINESTRING (710747.941927 7063654.764398, 710770.704124 7063624.709378)"
160122,"LINESTRING (710736.285476 7063986.598685, 710745.561666 7063997.882718)"
160152,"LINESTRING (710342.207809 7063981.665911, 710359.49182 7064016.978653)"
160182,"LINESTRING (711381.134643 7068955.96169, 711381.377602 7068954.780881)"
