edge_id,geometry_wkt
212428,"LINESTRING (708508.604711 7071122.360538, 708568.092729 7071097.699124)"
212458,"LINESTRING (707969.981398 7071375.241848, 707982.610496 7071396.111687)"
212487,"LINESTRING (707748.173168 7071635.995513, 707756.476536 7071630.044588)"
212517,"LINESTRING (707819.985595 7071520.323813, 707822.552889 7071515.122809)"
212547,"LINESTRING (708731.043372 7070951.053448, 708832.138444 7070942.252099)"
212576,"LINESTRING (708074.856678 7071484.845027, 708080.589445 7071481.7105)"
212606,"LINESTRING (708022.20565 7071505.097167, 708019.635466 7071502.329576)"
212636,"LINESTRING (708026.19509 7071435.581961, 708028.195898 7071431.048927)"
212666,"LINESTRING (708082.16338 7071361.695063, 708086.721883 7071358.859756)"
212695,"LINESTRING (708424.308681 7071329.089743, 708435.420825 7071323.155233)"
212725,"LINESTRING (708979.677172 7070173.865709, 708981.869132 7070169.990929)"
212755,"LINESTRING (709040.314792 7070045.199446, 709047.505968 7070038.190032)"
212784,"LINESTRING (710837.100289 7069445.2564, 710832.213588 7069404.213063)"
212814,"LINESTRING (710620.572893 7069437.106287, 710622.781073 7069444.053478)"
212844,"LINESTRING (710657.898794 7069536.764245, 710657.074784 7069542.245749)"
212873,"LINESTRING (700257.632619 7057409.764406, 700266.453178 7057389.351502)"
212903,"LINESTRING (698867.712244 7058361.97317, 698861.864028 7058360.94922)"
212933,"LINESTRING (698892.772189 7058659.325026, 698892.00733 7058662.64574)"
212962,"LINESTRING (698859.132616 7058836.302352, 698858.17019 7058843.790545)"
212992,"LINESTRING (698527.431845 7059288.513521, 698529.778916 7059292.958929)"
213022,"LINESTRING (695663.082328 7056945.253819, 695697.346413 7056904.055571)"
213051,"LINESTRING (696054.000765 7056546.028039, 695905.613433 7056451.512379)"
213081,"LINESTRING (694596.47892 7057191.497054, 694602.070538 7057196.383268)"
213111,"LINESTRING (695001.872787 7057448.782693, 695008.002802 7057430.035285)"
213140,"LINESTRING (692619.22301 7059287.615432, 692640.378407 7059260.443405)"
213170,"LINESTRING (695090.160024 7057432.324869, 695093.289762 7057427.876208)"
213200,"LINESTRING (695215.689783 7057241.443128, 695219.778332 7057238.709693)"
213230,"LINESTRING (695394.571886 7057262.887517, 695406.918527 7057275.357113)"
213259,"LINESTRING (695489.326668 7056248.760388, 695476.311696 7056245.461573)"
213289,"LINESTRING (694936.267716 7057725.982195, 694938.718468 7057723.606586)"
213319,"LINESTRING (694886.489545 7057605.017899, 694882.617747 7057603.974025)"
213348,"LINESTRING (694819.668051 7057655.031964, 694816.086505 7057661.174898)"
213378,"LINESTRING (694794.415108 7057730.714242, 694794.735369 7057732.051067)"
213408,"LINESTRING (695105.96705 7057469.494057, 695106.635549 7057471.866858)"
213437,"LINESTRING (692750.368597 7059141.092944, 692745.139571 7059136.831987)"
213467,"LINESTRING (692488.598465 7058967.074167, 692484.563154 7058965.296723)"
213497,"LINESTRING (692407.87363 7058980.866551, 692386.569119 7059002.579545)"
213526,"LINESTRING (692282.129209 7058974.9211, 692250.425344 7058954.127723)"
213556,"LINESTRING (692145.136319 7058868.006382, 692139.289918 7058863.735729)"
213586,"LINESTRING (691982.481624 7058757.543865, 691979.159429 7058754.04977)"
213615,"LINESTRING (691815.735559 7058664.987604, 691811.895104 7058661.037514)"
213645,"LINESTRING (694896.324918 7057786.37846, 694876.785692 7057839.168162)"
213675,"LINESTRING (694808.996576 7057821.134856, 694816.834012 7057802.363278)"
213704,"LINESTRING (695506.544798 7057124.371835, 695510.914961 7057118.875026)"
213734,"LINESTRING (711401.520621 7069446.925961, 711397.98881 7069451.198224)"
213764,"LINESTRING (710800.386243 7068162.982695, 710805.526783 7068153.965785)"
213794,"LINESTRING (699920.882801 7059187.020137, 699943.109191 7059201.583643)"
213823,"LINESTRING (700482.279648 7059845.254543, 700484.257032 7059842.736395)"
213853,"LINESTRING (700540.165758 7059891.414154, 700541.562004 7059889.408548)"
213883,"LINESTRING (700306.890649 7059758.716824, 700297.530131 7059739.037804)"
213912,"LINESTRING (709049.058114 7066401.218252, 709048.480326 7066399.590294)"
213942,"LINESTRING (699055.794809 7058845.124287, 699057.758914 7058849.647954)"
213972,"LINESTRING (698904.0839 7058654.598242, 698907.316341 7058655.912463)"
214001,"LINESTRING (699082.668139 7058475.222564, 699076.742915 7058479.090089)"
214031,"LINESTRING (699151.583143 7059049.870296, 699157.034457 7059056.053773)"
214061,"LINESTRING (699325.369244 7058206.479934, 699321.102485 7058211.695261)"
214090,"LINESTRING (699430.34728 7058082.939739, 699433.338403 7058079.273473)"
214120,"LINESTRING (713689.007907 7068600.987608, 713706.730793 7068572.724452)"
214150,"LINESTRING (713859.670079 7068347.362496, 713863.432744 7068348.051633)"
214179,"LINESTRING (712363.101903 7068719.993652, 712442.817358 7068804.031891)"
214209,"LINESTRING (712623.768203 7068766.502433, 712610.72589 7068773.850542)"
214239,"LINESTRING (713202.085192 7068518.551358, 713204.514863 7068520.395912)"
214269,"LINESTRING (712770.772857 7068698.399067, 712788.885583 7068689.302136)"
214298,"LINESTRING (712681.846766 7068640.034185, 712683.21827 7068649.888893)"
214328,"LINESTRING (712888.719852 7068480.898553, 712892.831538 7068477.531312)"
214358,"LINESTRING (713018.327199 7068279.854976, 713020.529231 7068276.215926)"
214387,"LINESTRING (703023.562632 7061390.664857, 703019.446481 7061390.595775)"
214417,"LINESTRING (705142.988212 7059495.20046, 705145.951689 7059494.022031)"
214447,"LINESTRING (705221.532281 7059428.850078, 705222.485058 7059425.53037)"
214476,"LINESTRING (707842.227801 7062758.977511, 707858.697566 7062762.644535)"
214506,"LINESTRING (707789.594622 7063023.304877, 707797.197038 7063102.590241)"
214536,"LINESTRING (704462.373935 7064939.226366, 704461.366853 7064941.354021)"
214565,"LINESTRING (704497.973394 7065396.339902, 704502.955879 7065398.260652)"
214595,"LINESTRING (704591.768202 7065485.800859, 704592.843769 7065486.425798)"
214625,"LINESTRING (704676.297277 7065536.441703, 704679.960595 7065541.002604)"
214654,"LINESTRING (704704.417803 7065602.436917, 704704.802251 7065608.276623)"
214684,"LINESTRING (704686.318462 7065709.224539, 704681.714734 7065720.364557)"
214714,"LINESTRING (704496.184456 7065199.951035, 704500.10426 7065194.170557)"
214743,"LINESTRING (704628.734239 7065155.952067, 704612.034745 7065153.553494)"
214773,"LINESTRING (704367.841228 7065326.688111, 704368.164577 7065329.65262)"
214803,"LINESTRING (698153.039796 7063309.888237, 698143.336196 7063328.3674)"
214833,"LINESTRING (698426.562929 7063034.303987, 698472.349424 7063051.552536)"
214862,"LINESTRING (698432.297672 7063152.980464, 698433.118253 7063149.481178)"
214892,"LINESTRING (698509.007798 7063021.47755, 698515.375877 7063024.596028)"
214922,"LINESTRING (698534.616897 7063231.759528, 698536.367165 7063235.324991)"
214951,"LINESTRING (697899.289971 7063873.74148, 697901.633865 7063873.506585)"
214981,"LINESTRING (697692.179586 7065201.126677, 697716.002492 7065164.665543)"
215011,"LINESTRING (697821.657699 7064988.48482, 697829.760876 7064961.12373)"
215040,"LINESTRING (697857.039319 7064772.9399, 697855.196412 7064767.703052)"
215070,"LINESTRING (697909.032272 7064664.023736, 697914.155911 7064656.912132)"
215100,"LINESTRING (698224.374629 7063875.723798, 698223.907911 7063877.8078)"
215129,"LINESTRING (713620.605874 7057423.197097, 713622.505977 7057426.087673)"
215159,"LINESTRING (713688.68767 7057411.941915, 713691.003571 7057410.042182)"
215189,"LINESTRING (713718.031864 7057634.811824, 713709.747792 7057639.170613)"
215218,"LINESTRING (713321.251223 7057842.478697, 713325.539172 7057839.926074)"
215248,"LINESTRING (713363.093002 7057785.483074, 713366.146397 7057783.384388)"
215278,"LINESTRING (713397.400768 7057579.915192, 713404.485919 7057575.820498)"
215307,"LINESTRING (713450.788637 7057660.972666, 713449.665393 7057656.368029)"
215337,"LINESTRING (713736.236753 7057770.942457, 713738.425135 7057768.953279)"
215367,"LINESTRING (711746.501953 7055702.988715, 711746.501773 7055713.217452)"
215397,"LINESTRING (713709.80099 7057142.664505, 713697.62368 7057135.458842)"
215426,"LINESTRING (713872.105423 7058688.08433, 713867.974645 7058687.43895)"
215456,"LINESTRING (713781.504987 7058670.823075, 713778.519706 7058668.42001)"
215486,"LINESTRING (713868.177883 7058613.996888, 713865.030099 7058614.245375)"
215515,"LINESTRING (713816.275568 7058614.960525, 713806.633841 7058612.797305)"
215545,"LINESTRING (713706.409484 7058571.02158, 713702.524893 7058568.215215)"
215575,"LINESTRING (713618.180056 7057181.752109, 713632.271788 7057185.998323)"
215604,"LINESTRING (713630.596385 7057239.30065, 713629.184308 7057242.69572)"
215634,"LINESTRING (713753.268892 7057610.740901, 713749.154251 7057614.742167)"
215664,"LINESTRING (708019.474355 7064880.112351, 708017.744364 7064881.792577)"
215693,"LINESTRING (716566.732322 7058160.566661, 716563.817011 7058094.102418)"
215723,"LINESTRING (706264.221296 7059828.548897, 706261.687601 7059831.911249)"
215753,"LINESTRING (716286.721382 7057006.530032, 716285.293858 7056995.160401)"
215782,"LINESTRING (716413.838701 7056957.160597, 716426.985707 7056954.224076)"
215812,"LINESTRING (717808.181666 7056935.092063, 717814.184989 7056933.562337)"
215842,"LINESTRING (717921.880182 7056858.414797, 717925.090866 7056854.391449)"
215872,"LINESTRING (710946.050376 7056757.017371, 710950.593362 7056750.819846)"
215901,"LINESTRING (703961.504739 7057951.669473, 703963.885156 7057953.777133)"
215931,"LINESTRING (699656.677626 7063124.834544, 699659.057175 7063122.249109)"
215961,"LINESTRING (699846.082505 7063073.309803, 699848.462216 7063072.641129)"
215990,"LINESTRING (698966.223353 7062937.865217, 698917.589299 7063025.751787)"
216020,"LINESTRING (699109.146469 7062901.691253, 699110.095835 7062903.440624)"
216050,"LINESTRING (699057.551124 7062916.264204, 699056.58862 7062920.688319)"
216079,"LINESTRING (699013.589948 7062883.532319, 699013.121895 7062880.189367)"
216109,"LINESTRING (698998.5637 7062902.445428, 699001.403747 7062901.698309)"
216139,"LINESTRING (698827.698869 7063169.398257, 698824.157863 7063170.335054)"
216168,"LINESTRING (698862.188302 7062707.550471, 698899.878124 7062749.787665)"
216198,"LINESTRING (699083.21196 7062960.176311, 699083.290344 7062963.073598)"
216228,"LINESTRING (699535.901549 7063565.49145, 699543.366109 7063568.332441)"
216257,"LINESTRING (699492.476739 7063737.284419, 699520.579516 7063685.508895)"
216287,"LINESTRING (699473.687501 7063645.875444, 699476.003377 7063647.223598)"
216317,"LINESTRING (699589.792903 7063539.043592, 699591.98821 7063537.75078)"
216346,"LINESTRING (699522.521501 7063206.414755, 699526.183315 7063209.178032)"
216376,"LINESTRING (699319.474111 7063878.202327, 699322.412829 7063877.310482)"
216406,"LINESTRING (699080.135927 7064109.511184, 699082.323614 7064107.025794)"
216436,"LINESTRING (699453.944563 7063802.466864, 699456.437243 7063802.009734)"
216465,"LINESTRING (699181.38206 7063376.459698, 699183.931762 7063377.350807)"
216495,"LINESTRING (699099.753534 7063642.067468, 699101.390089 7063646.156892)"
216525,"LINESTRING (699146.327699 7063530.390596, 699147.389341 7063526.122455)"
216554,"LINESTRING (699204.624417 7063467.331838, 699206.813058 7063469.404225)"
216584,"LINESTRING (699261.815198 7063493.065572, 699265.214797 7063494.892665)"
216614,"LINESTRING (699271.077428 7063593.891188, 699268.875174 7063595.47386)"
216643,"LINESTRING (699241.204566 7063582.539879, 699238.605393 7063581.648747)"
216673,"LINESTRING (699166.534076 7063540.962774, 699157.525001 7063535.303202)"
216703,"LINESTRING (699227.938515 7063211.261657, 699225.353184 7063209.300759)"
216732,"LINESTRING (699160.640103 7063953.565823, 699160.938449 7063959.739338)"
216762,"LINESTRING (699223.934155 7063905.282577, 699226.695682 7063903.488074)"
216792,"LINESTRING (699353.447904 7063849.793268, 699355.975492 7063845.24639)"
216821,"LINESTRING (699441.006661 7063733.522798, 699444.270907 7063729.354775)"
216851,"LINESTRING (699496.681281 7063636.613026, 699500.384763 7063633.169333)"
216881,"LINESTRING (699394.305614 7063235.467136, 699396.153868 7063233.31624)"
216911,"LINESTRING (699513.094465 7063201.635007, 699516.834069 7063202.971903)"
216940,"LINESTRING (699083.290344 7062963.073598, 699083.510376 7062965.937432)"
216970,"LINESTRING (699140.293567 7063113.746599, 699141.738741 7063116.019648)"
217000,"LINESTRING (699127.883866 7063151.458083, 699107.434046 7063177.993966)"
217029,"LINESTRING (698994.659927 7064038.284686, 698997.86036 7064036.512275)"
217059,"LINESTRING (699226.891254 7063781.454556, 699226.169241 7063783.716803)"
217089,"LINESTRING (699193.850648 7063797.3054, 699191.768501 7063796.24706)"
217118,"LINESTRING (699133.073258 7063823.613362, 699130.389323 7063823.502342)"
217148,"LINESTRING (699117.09113 7063785.047905, 699117.30307 7063781.827375)"
217178,"LINESTRING (699097.335449 7063753.927033, 699093.567804 7063752.701848)"
217207,"LINESTRING (699051.799228 7063705.627164, 699046.881571 7063688.388894)"
217237,"LINESTRING (699005.703926 7063624.064259, 699007.828021 7063621.500863)"
217267,"LINESTRING (699066.580287 7063629.725839, 699069.023731 7063631.018085)"
217296,"LINESTRING (699123.035371 7063667.159077, 699126.576731 7063670.17843)"
217326,"LINESTRING (699203.953988 7063732.671177, 699205.852179 7063734.7659)"
217356,"LINESTRING (699160.162917 7063888.230937, 699160.637235 7063887.28366)"
217385,"LINESTRING (699325.243603 7062688.197314, 699338.647845 7062655.166618)"
217415,"LINESTRING (699450.22698 7062436.242432, 699471.431269 7062402.219643)"
217445,"LINESTRING (699174.484157 7064000.790396, 699172.855675 7064002.339599)"
217475,"LINESTRING (700133.309249 7061804.400912, 700119.601155 7061818.095707)"
217504,"LINESTRING (699027.829029 7063958.345658, 699048.133999 7063973.475189)"
217534,"LINESTRING (699008.124032 7063773.164824, 699031.099888 7063790.533644)"
217564,"LINESTRING (700189.851044 7063376.124415, 700190.042384 7063372.525064)"
217593,"LINESTRING (700074.745862 7063308.034792, 700069.009244 7063308.937343)"
217623,"LINESTRING (700191.803855 7061778.026448, 700196.741457 7061779.820688)"
217653,"LINESTRING (699941.948094 7062052.873129, 699938.236213 7062056.572753)"
217682,"LINESTRING (699151.11525 7062878.183185, 699136.299903 7062889.964081)"
217712,"LINESTRING (699239.953474 7062818.530686, 699244.131833 7062814.663345)"
217742,"LINESTRING (699303.724436 7062737.342458, 699306.86849 7062731.068317)"
217771,"LINESTRING (700239.903113 7063151.473232, 700246.348727 7063137.76702)"
217801,"LINESTRING (700069.246362 7061889.657117, 700056.105312 7061907.69798)"
217831,"LINESTRING (698771.412124 7063575.446911, 698774.075501 7063578.120779)"
217860,"LINESTRING (700495.425205 7062486.716902, 700490.884914 7062485.747027)"
217890,"LINESTRING (702595.542677 7057647.487134, 702599.361659 7057652.235687)"
217920,"LINESTRING (711115.664831 7068243.516545, 711137.071308 7068260.487323)"
217949,"LINESTRING (709507.906126 7070861.125215, 709474.809487 7070838.200127)"
217979,"LINESTRING (702986.627192 7065692.712892, 702989.681377 7065687.020007)"
218009,"LINESTRING (703034.197138 7065449.256475, 703032.017915 7065446.915087)"
218039,"LINESTRING (699620.77116 7065341.186582, 699623.815583 7065343.738311)"
218068,"LINESTRING (704596.193154 7069202.691718, 704602.899242 7069203.655658)"
218098,"LINESTRING (700015.774829 7064860.587047, 700013.162213 7064859.740115)"
218128,"LINESTRING (699900.550027 7064827.992462, 699896.301861 7064828.973188)"
218157,"LINESTRING (696621.70457 7072472.2739, 696629.098079 7072444.931019)"
218187,"LINESTRING (699053.271388 7073221.375791, 699107.911252 7073255.203027)"
218217,"LINESTRING (698700.405592 7072839.285634, 698766.32392 7072757.890336)"
218246,"LINESTRING (698914.957123 7072659.694971, 698917.367762 7072657.822157)"
218276,"LINESTRING (696746.06147 7070989.576709, 696754.149758 7070997.172665)"
218306,"LINESTRING (691991.950852 7062227.783575, 691984.441624 7062222.42323)"
218335,"LINESTRING (713589.479909 7056369.510913, 713594.580329 7056371.62923)"
218365,"LINESTRING (706024.275594 7065101.852501, 706013.304478 7065112.382713)"
218395,"LINESTRING (705729.17476 7064259.600542, 705758.161149 7064235.359428)"
218424,"LINESTRING (712259.689444 7071036.54474, 712260.458699 7071034.072306)"
218454,"LINESTRING (708176.857683 7065463.462075, 708179.498037 7065453.993669)"
218484,"LINESTRING (708218.936049 7065392.78268, 708228.975939 7065382.478259)"
218514,"LINESTRING (707332.713259 7065617.89271, 707311.397994 7065601.226999)"
218543,"LINESTRING (706384.147783 7064862.293081, 706385.28871 7064861.414028)"
218573,"LINESTRING (707009.577831 7065296.078624, 707002.834941 7065292.816178)"
218603,"LINESTRING (707943.126945 7065673.086563, 707930.592057 7065666.360152)"
218632,"LINESTRING (705971.937174 7065038.666821, 705970.79536 7065040.470893)"
218662,"LINESTRING (706415.813216 7060235.173998, 706421.865151 7060259.539685)"
218692,"LINESTRING (706230.951861 7059947.340848, 706231.570855 7059951.486741)"
218721,"LINESTRING (701723.150027 7061006.096154, 701724.715377 7061007.612108)"
218751,"LINESTRING (701695.526738 7061047.250606, 701698.078745 7061042.727249)"
218781,"LINESTRING (701600.543015 7061223.92022, 701604.200693 7061217.346777)"
218810,"LINESTRING (709441.700908 7065784.838714, 709433.376931 7065775.820391)"
218840,"LINESTRING (709343.701099 7065685.370839, 709327.089928 7065666.119903)"
218870,"LINESTRING (709139.248564 7065207.218136, 709137.780259 7065204.585797)"
218899,"LINESTRING (708796.055233 7065574.837699, 708829.086852 7065548.423099)"
218929,"LINESTRING (709017.829372 7065400.243732, 709027.16969 7065394.419436)"
218959,"LINESTRING (709199.036047 7065337.386869, 709198.508393 7065339.670486)"
218988,"LINESTRING (709168.384631 7065326.560432, 709169.669159 7065324.668088)"
219018,"LINESTRING (698704.698402 7065582.676964, 698698.62344 7065578.900609)"
219048,"LINESTRING (698538.513683 7065431.796891, 698544.974156 7065419.704151)"
219078,"LINESTRING (699182.922915 7065584.391912, 699172.666019 7065591.681501)"
219107,"LINESTRING (697508.172996 7065197.327625, 697505.742091 7065191.678805)"
219137,"LINESTRING (693518.824608 7057799.548258, 693523.319448 7057799.788196)"
219167,"LINESTRING (694866.962893 7061620.10447, 694825.885469 7061663.656787)"
219196,"LINESTRING (694440.78873 7061827.397967, 694480.263616 7061872.712116)"
219226,"LINESTRING (694163.96656 7061518.598861, 694155.503421 7061514.540409)"
219256,"LINESTRING (694702.11234 7057902.91108, 694691.925496 7057895.611108)"
219285,"LINESTRING (694536.01964 7057849.418566, 694492.100105 7057847.132782)"
219315,"LINESTRING (693790.998141 7057797.089209, 693780.578241 7057798.215047)"
219345,"LINESTRING (694750.558593 7057940.137843, 694746.174572 7057936.943994)"
219374,"LINESTRING (695212.69738 7061640.022941, 695208.897013 7061636.337773)"
219404,"LINESTRING (695112.235176 7061592.450067, 695107.102014 7061587.818957)"
219434,"LINESTRING (695049.173006 7061484.037077, 695060.260263 7061475.948422)"
219463,"LINESTRING (695060.393178 7061417.86973, 695055.165437 7061410.664674)"
219493,"LINESTRING (694827.651276 7060608.09363, 694824.919147 7060603.60548)"
219523,"LINESTRING (694699.549706 7060316.386966, 694694.280313 7060311.667297)"
219553,"LINESTRING (694620.592234 7060259.621516, 694616.398683 7060253.730867)"
219582,"LINESTRING (696751.2861 7064364.521457, 696737.172749 7064350.455218)"
219612,"LINESTRING (695656.876171 7065247.558934, 695662.610745 7065247.498762)"
219642,"LINESTRING (695888.480222 7065107.596033, 695890.164382 7065106.413554)"
219671,"LINESTRING (696151.014703 7064864.653315, 696166.794864 7064851.782589)"
219701,"LINESTRING (696297.308171 7064780.764719, 696299.377245 7064783.192683)"
219731,"LINESTRING (696438.838964 7064705.006853, 696464.180565 7064683.594822)"
219760,"LINESTRING (696692.977074 7064439.976057, 696705.401517 7064423.95525)"
219790,"LINESTRING (694475.804882 7060851.027184, 694487.194149 7060846.993272)"
219820,"LINESTRING (694957.621373 7060904.52736, 694957.915802 7060901.028142)"
219849,"LINESTRING (694898.592643 7060786.586027, 694897.292158 7060782.363962)"
219879,"LINESTRING (702525.334611 7054978.46286, 702544.560352 7055031.430869)"
219909,"LINESTRING (702617.89108 7055245.653293, 702620.22062 7055253.933131)"
219938,"LINESTRING (696606.496161 7055121.231037, 696619.725007 7055123.128371)"
219968,"LINESTRING (696717.319986 7055160.831609, 696733.221607 7055136.72149)"
219998,"LINESTRING (696845.987881 7055290.198039, 696849.6523 7055286.028744)"
220027,"LINESTRING (698514.037095 7053598.476435, 698522.003312 7053594.920002)"
220057,"LINESTRING (696804.320298 7055153.806202, 696805.807257 7055149.459852)"
220087,"LINESTRING (701478.081462 7054537.234157, 701482.286599 7054541.814721)"
220117,"LINESTRING (701619.352785 7054658.556396, 701626.465683 7054663.951301)"
220146,"LINESTRING (701890.773261 7054827.401991, 701895.142437 7054827.682024)"
220176,"LINESTRING (697635.86039 7054468.110912, 697639.503645 7054461.546613)"
220206,"LINESTRING (697695.044851 7054322.69166, 697697.107946 7054319.905264)"
220235,"LINESTRING (695718.657552 7055630.309229, 695725.948582 7055621.668313)"
220265,"LINESTRING (692543.756554 7062429.250787, 692549.709357 7062426.022414)"
220295,"LINESTRING (708926.977889 7057474.851291, 708927.798561 7057475.933438)"
220324,"LINESTRING (708910.787356 7057482.380224, 708910.683051 7057481.098651)"
220354,"LINESTRING (708989.602935 7057535.233346, 708991.890333 7057536.808137)"
220384,"LINESTRING (710693.133356 7066184.306884, 710789.073823 7066130.888813)"
220413,"LINESTRING (710483.103806 7065546.399182, 710490.128595 7065545.331405)"
220443,"LINESTRING (693645.636236 7045795.384327, 693643.834405 7045797.759393)"
220473,"LINESTRING (693652.208398 7045934.015139, 693653.973609 7045930.70427)"
220502,"LINESTRING (693700.710298 7045878.17759, 693704.287867 7045875.49974)"
220532,"LINESTRING (693921.549717 7045709.415775, 693926.432355 7045704.541892)"
220562,"LINESTRING (694069.960904 7045572.758148, 694075.377536 7045568.73055)"
220591,"LINESTRING (693413.339864 7045732.148804, 693413.748275 7045729.039998)"
220621,"LINESTRING (693548.812105 7045772.399626, 693551.576385 7045772.964637)"
220651,"LINESTRING (693589.786665 7045657.077242, 693587.454643 7045655.57588)"
220681,"LINESTRING (694077.871005 7046026.08666, 694073.483446 7046022.002549)"
220710,"LINESTRING (693958.826802 7045979.55513, 693953.334325 7045978.680909)"
220740,"LINESTRING (693400.012664 7045841.557565, 693353.254482 7045813.871763)"
220770,"LINESTRING (693737.674562 7045776.820256, 693735.369989 7045774.371819)"
220799,"LINESTRING (693725.973774 7066132.020875, 693729.10629 7066135.360543)"
220829,"LINESTRING (692304.566035 7065280.153511, 692313.615051 7065286.103004)"
220859,"LINESTRING (691884.643912 7065069.694848, 691887.860266 7065066.213319)"
220888,"LINESTRING (692153.086375 7064421.581843, 692153.301177 7064423.275383)"
220918,"LINESTRING (692122.136636 7064502.406016, 692121.438859 7064544.886803)"
220948,"LINESTRING (697535.616811 7060026.415837, 697513.756117 7059964.448008)"
220977,"LINESTRING (697680.906417 7060310.791213, 697686.94789 7060320.895478)"
221007,"LINESTRING (709799.41585 7067564.966845, 709808.341884 7067575.859212)"
221037,"LINESTRING (709934.380565 7067703.225776, 709941.538739 7067705.155307)"
221066,"LINESTRING (708113.80689 7062633.477538, 708135.65552 7062576.922989)"
221096,"LINESTRING (707267.767892 7057716.643127, 707266.049024 7057719.148002)"
221126,"LINESTRING (714785.430367 7063666.890651, 714777.820651 7063673.701565)"
221156,"LINESTRING (714707.771164 7063766.476885, 714705.742647 7063767.67506)"
221185,"LINESTRING (708747.532143 7063330.688448, 708784.977434 7063302.620881)"
221215,"LINESTRING (708546.010206 7063106.525975, 708546.833033 7063110.338308)"
221245,"LINESTRING (708624.361687 7063259.535177, 708628.020155 7063261.53551)"
221274,"LINESTRING (709053.36822 7063039.114975, 708981.447493 7063046.086269)"
221304,"LINESTRING (708270.7878 7063324.368987, 708277.849484 7063333.461411)"
221334,"LINESTRING (708595.28937 7063037.979879, 708594.118115 7063035.080773)"
221363,"LINESTRING (709421.008187 7063381.516063, 709418.018861 7063377.699937)"
221393,"LINESTRING (708280.317257 7063943.497752, 708299.97531 7063981.682661)"
221423,"LINESTRING (707843.595124 7064016.037129, 707847.392092 7064020.109882)"
221452,"LINESTRING (707921.28258 7064082.440126, 707929.248277 7064087.945231)"
221482,"LINESTRING (708059.208906 7064143.158354, 708102.98919 7064149.907817)"
221512,"LINESTRING (709208.163731 7063483.102704, 709205.2873 7063488.09028)"
221541,"LINESTRING (704945.191357 7059996.869018, 704945.97042 7059997.371143)"
221571,"LINESTRING (705063.978724 7060860.787687, 705063.242804 7060867.56206)"
221601,"LINESTRING (705297.659199 7060592.443367, 705290.76139 7060603.579957)"
221630,"LINESTRING (717574.67691 7058411.133836, 717576.218488 7058405.544971)"
221660,"LINESTRING (708391.656692 7057373.561062, 708347.36994 7057352.535534)"
221690,"LINESTRING (716278.601047 7055851.113994, 716278.356249 7055837.742335)"
221720,"LINESTRING (716316.928428 7055589.433964, 716318.794888 7055576.837328)"
221749,"LINESTRING (716257.971864 7055257.263716, 716254.397327 7055245.019019)"
221779,"LINESTRING (716219.495821 7055012.120696, 716220.978322 7054992.4922)"
221809,"LINESTRING (708233.615331 7057819.379036, 708214.435261 7057826.794191)"
221838,"LINESTRING (708088.561797 7057869.465784, 708085.324645 7057867.678272)"
221868,"LINESTRING (708372.825673 7057544.617279, 708369.825652 7057545.381638)"
221898,"LINESTRING (704605.462905 7060364.589585, 704615.399348 7060370.849041)"
221927,"LINESTRING (707315.287971 7055681.273782, 707297.200274 7055662.07412)"
221957,"LINESTRING (700989.191627 7056279.388679, 700988.505717 7056268.457789)"
221987,"LINESTRING (700956.661969 7056211.803939, 700950.330266 7056207.357017)"
222016,"LINESTRING (700879.943654 7056246.945846, 700910.393697 7056287.208474)"
222046,"LINESTRING (700024.56078 7055323.996033, 700025.149455 7055321.455583)"
222076,"LINESTRING (700038.015814 7055196.929013, 700038.554889 7055190.410761)"
222105,"LINESTRING (700251.546586 7051634.205924, 700245.7056 7051637.470211)"
222135,"LINESTRING (699760.186095 7054979.815129, 699757.845311 7054975.937714)"
222165,"LINESTRING (700107.316253 7051514.349076, 700138.855278 7051545.936724)"
222195,"LINESTRING (699725.94127 7051045.198077, 699744.332687 7051069.731264)"
222224,"LINESTRING (702522.958512 7056127.652474, 702526.231376 7056135.030255)"
222254,"LINESTRING (701563.756315 7056106.622051, 701565.239239 7056103.647431)"
222284,"LINESTRING (701579.4891 7056041.565723, 701579.844923 7056037.131132)"
222313,"LINESTRING (701114.593999 7056300.984074, 701115.933581 7056304.182233)"
222343,"LINESTRING (700720.964186 7053455.907762, 700722.489794 7053454.002665)"
222373,"LINESTRING (700796.95756 7053342.380516, 700798.441131 7053337.143965)"
222402,"LINESTRING (700810.179508 7053165.881452, 700830.790943 7053164.246594)"
222432,"LINESTRING (691725.637313 7065258.581345, 691715.072256 7065266.76541)"
222462,"LINESTRING (703885.570315 7048556.215792, 703883.297994 7048566.508831)"
222491,"LINESTRING (697309.201972 7059530.211269, 697309.15554 7059536.819064)"
222521,"LINESTRING (697368.733423 7059410.719431, 697367.262244 7059401.928346)"
222551,"LINESTRING (692709.778145 7062615.472251, 692715.735139 7062620.980483)"
222580,"LINESTRING (706818.733316 7064172.676791, 706906.999772 7064207.096435)"
222610,"LINESTRING (706655.963697 7064388.834937, 706654.813494 7064391.441189)"
222640,"LINESTRING (705068.264659 7063605.501056, 705066.413771 7063608.285269)"
222669,"LINESTRING (705020.854528 7063681.123113, 705018.817863 7063685.801585)"
222699,"LINESTRING (704972.99647 7063800.004657, 704967.828991 7063813.584102)"
222729,"LINESTRING (704951.254276 7063857.84291, 704949.927415 7063860.794789)"
222759,"LINESTRING (704905.782691 7063939.719477, 704909.617333 7063943.701112)"
