zone_id,P_i,is_vulnerable,in_model_sample,geometry_wkt
3262,234.0,False,False,"POLYGON ((709636.760435 7059904.950621, 709617.804501 7060104.252539, 709817.370645 7060123.354795, 709836.326104 7059924.052669, 709636.760435 7059904.950621))"
3263,295.0,True,True,"POLYGON ((709617.804501 7060104.252539, 709598.848126 7060303.554858, 709798.414745 7060322.657323, 709817.370645 7060123.354795, 709617.804501 7060104.252539))"
3264,66.0,False,False,"POLYGON ((709817.370645 7060123.354795, 709798.414745 7060322.657323, 709997.981342 7060341.75924, 710016.936767 7060142.456503, 709817.370645 7060123.354795))"
3265,315.0,False,True,"POLYGON ((709836.326104 7059924.052669, 709817.370645 7060123.354795, 710016.936767 7060142.456503, 710035.891751 7059943.154169, 709836.326104 7059924.052669))"
3266,82.0,False,False,"POLYGON ((709855.281123 7059724.750945, 709836.326104 7059924.052669, 710035.891751 7059943.154169, 710054.846294 7059743.852236, 709855.281123 7059724.750945))"
3267,14.0,False,False,"POLYGON ((710035.891751 7059943.154169, 710016.936767 7060142.456503, 710216.502866 7060161.557664, 710235.457375 7059962.25512, 710035.891751 7059943.154169))"
3268,22.5,False,False,"POLYGON ((710235.457375 7059962.25512, 710216.502866 7060161.557664, 710416.068942 7060180.658276, 710435.022975 7059981.355524, 710235.457375 7059962.25512))"
3269,21.0,False,False,"POLYGON ((710435.022975 7059981.355524, 710416.068942 7060180.658276, 710615.634995 7060199.75834, 710634.588553 7060000.455379, 710435.022975 7059981.355524))"
3270,45.5,False,False,"POLYGON ((710416.068942 7060180.658276, 710397.114467 7060379.96143, 710596.680996 7060399.061703, 710615.634995 7060199.75834, 710416.068942 7060180.658276))"
3271,23.0,False,False,"POLYGON ((710216.502866 7060161.557664, 710197.547916 7060360.860609, 710397.114467 7060379.96143, 710416.068942 7060180.658276, 710216.502866 7060161.557664))"
3272,9.0,False,False,"POLYGON ((710197.547916 7060360.860609, 710178.592526 7060560.163958, 710378.159553 7060579.264988, 710397.114467 7060379.96143, 710197.547916 7060360.860609))"
3273,15.0,False,False,"POLYGON ((710159.636696 7060759.46771, 710140.680425 7060958.771865, 710340.248403 7060977.873312, 710359.204198 7060778.568948, 710159.636696 7060759.46771))"
3274,1.0,False,False,"POLYGON ((710178.592526 7060560.163958, 710159.636696 7060759.46771, 710359.204198 7060778.568948, 710378.159553 7060579.264988, 710178.592526 7060560.163958))"
3275,98.0,True,False,"POLYGON ((710359.204198 7060778.568948, 710340.248403 7060977.873312, 710539.816358 7060996.974211, 710558.771677 7060797.669638, 710359.204198 7060778.568948))"
3276,133.5,False,False,"POLYGON ((710378.159553 7060579.264988, 710359.204198 7060778.568948, 710558.771677 7060797.669638, 710577.726557 7060598.365469, 710378.159553 7060579.264988))"
3277,119.0,False,False,"POLYGON ((710397.114467 7060379.96143, 710378.159553 7060579.264988, 710577.726557 7060598.365469, 710596.680996 7060399.061703, 710397.114467 7060379.96143))"
3278,305.5,False,True,"POLYGON ((710596.680996 7060399.061703, 710577.726557 7060598.365469, 710777.293538 7060617.465402, 710796.247501 7060418.161428, 710596.680996 7060399.061703))"
3279,391.0,True,True,"POLYGON ((710577.726557 7060598.365469, 710558.771677 7060797.669638, 710758.339134 7060816.76978, 710777.293538 7060617.465402, 710577.726557 7060598.365469))"
3280,233.5,False,False,"POLYGON ((710558.771677 7060797.669638, 710539.816358 7060996.974211, 710739.38429 7061016.074561, 710758.339134 7060816.76978, 710558.771677 7060797.669638))"
3281,267.5,True,True,"POLYGON ((710777.293538 7060617.465402, 710758.339134 7060816.76978, 710957.906568 7060835.869374, 710976.860496 7060636.564787, 710777.293538 7060617.465402))"
3282,239.0,True,True,"POLYGON ((710758.339134 7060816.76978, 710739.38429 7061016.074561, 710938.9522 7061035.174363, 710957.906568 7060835.869374, 710758.339134 7060816.76978))"
3283,148.0,False,True,"POLYGON ((710957.906568 7060835.869374, 710938.9522 7061035.174363, 711138.520087 7061054.273617, 711157.473979 7060854.968419, 710957.906568 7060835.869374))"
3284,227.0,True,False,"POLYGON ((710976.860496 7060636.564787, 710957.906568 7060835.869374, 711157.473979 7060854.968419, 711176.427431 7060655.663624, 710976.860496 7060636.564787))"
3285,866.5,True,True,"POLYGON ((710796.247501 7060418.161428, 710777.293538 7060617.465402, 710976.860496 7060636.564787, 710995.813984 7060437.260604, 710796.247501 7060418.161428))"
3286,123.0,False,False,"POLYGON ((710995.813984 7060437.260604, 710976.860496 7060636.564787, 711176.427431 7060655.663624, 711195.380444 7060456.359232, 710995.813984 7060437.260604))"
3287,280.5,True,False,"POLYGON ((711014.767032 7060237.956824, 710995.813984 7060437.260604, 711195.380444 7060456.359232, 711214.333017 7060257.055244, 711014.767032 7060237.956824))"
3288,133.5,True,False,"POLYGON ((710815.201025 7060218.857856, 710796.247501 7060418.161428, 710995.813984 7060437.260604, 711014.767032 7060237.956824, 710815.201025 7060218.857856))"
3289,230.5,False,False,"POLYGON ((710615.634995 7060199.75834, 710596.680996 7060399.061703, 710796.247501 7060418.161428, 710815.201025 7060218.857856, 710615.634995 7060199.75834))"
3290,152.5,False,True,"POLYGON ((710634.588553 7060000.455379, 710615.634995 7060199.75834, 710815.201025 7060218.857856, 710834.154108 7060019.554687, 710634.588553 7060000.455379))"
3291,4.0,False,False,"POLYGON ((710853.106752 7059820.25192, 710834.154108 7060019.554687, 711033.71964 7060038.653446, 711052.671809 7059839.350471, 710853.106752 7059820.25192))"
3292,139.0,False,True,"POLYGON ((710834.154108 7060019.554687, 710815.201025 7060218.857856, 711014.767032 7060237.956824, 711033.71964 7060038.653446, 710834.154108 7060019.554687))"
3293,77.5,False,False,"POLYGON ((711033.71964 7060038.653446, 711014.767032 7060237.956824, 711214.333017 7060257.055244, 711233.28515 7060057.751658, 711033.71964 7060038.653446))"
3294,14.5,False,False,"POLYGON ((711071.623538 7059640.047898, 711052.671809 7059839.350471, 711252.236843 7059858.448474, 711271.188097 7059659.145693, 711071.623538 7059640.047898))"
3295,42.0,False,False,"POLYGON ((710691.446589 7059402.54891, 710672.49435 7059601.850665, 710872.058956 7059620.949556, 710891.01072 7059421.647593, 710691.446589 7059402.54891))"
3296,32.5,False,False,"POLYGON ((710891.01072 7059421.647593, 710872.058956 7059620.949556, 711071.623538 7059640.047898, 711090.574827 7059440.745727, 710891.01072 7059421.647593))"
3297,42.0,False,False,"POLYGON ((711090.574827 7059440.745727, 711071.623538 7059640.047898, 711271.188097 7059659.145693, 711290.138912 7059459.843314, 711090.574827 7059440.745727))"
3298,37.0,False,False,"POLYGON ((711109.525677 7059241.443958, 711090.574827 7059440.745727, 711290.138912 7059459.843314, 711309.089287 7059260.541336, 711109.525677 7059241.443958))"
3299,99.0,False,False,"POLYGON ((710909.962044 7059222.346032, 710891.01072 7059421.647593, 711090.574827 7059440.745727, 711109.525677 7059241.443958, 710909.962044 7059222.346032))"
3300,46.0,False,False,"POLYGON ((710928.912928 7059023.044872, 710909.962044 7059222.346032, 711109.525677 7059241.443958, 711128.476087 7059042.14259, 710928.912928 7059023.044872))"
3301,54.0,False,False,"POLYGON ((711128.476087 7059042.14259, 711109.525677 7059241.443958, 711309.089287 7059260.541336, 711328.039222 7059061.23976, 711128.476087 7059042.14259))"
3302,4.0,False,False,"POLYGON ((711147.426057 7058842.841623, 711128.476087 7059042.14259, 711328.039222 7059061.23976, 711346.988718 7058861.938585, 711147.426057 7058842.841623))"
3303,43.5,False,False,"POLYGON ((710947.863372 7058823.744113, 710928.912928 7059023.044872, 711128.476087 7059042.14259, 711147.426057 7058842.841623, 710947.863372 7058823.744113))"
3304,62.5,False,False,"POLYGON ((710748.300665 7058804.646056, 710729.349746 7059003.946606, 710928.912928 7059023.044872, 710947.863372 7058823.744113, 710748.300665 7058804.646056))"
3305,104.0,False,False,"POLYGON ((710710.398388 7059203.247558, 710691.446589 7059402.54891, 710891.01072 7059421.647593, 710909.962044 7059222.346032, 710710.398388 7059203.247558))"
3306,33.5,False,False,"POLYGON ((710510.834709 7059184.148536, 710491.882436 7059383.44968, 710691.446589 7059402.54891, 710710.398388 7059203.247558, 710510.834709 7059184.148536))"
3307,4.0,False,False,"POLYGON ((710529.786542 7058984.847793, 710510.834709 7059184.148536, 710710.398388 7059203.247558, 710729.349746 7059003.946606, 710529.786542 7058984.847793))"
3308,86.0,False,False,"POLYGON ((710548.737934 7058785.547451, 710529.786542 7058984.847793, 710729.349746 7059003.946606, 710748.300665 7058804.646056, 710548.737934 7058785.547451))"
3309,178.0,False,True,"POLYGON ((710349.175181 7058766.448298, 710330.223314 7058965.748432, 710529.786542 7058984.847793, 710548.737934 7058785.547451, 710349.175181 7058766.448298))"
3310,119.0,False,False,"POLYGON ((710149.612404 7058747.348598, 710130.660063 7058946.648523, 710330.223314 7058965.748432, 710349.175181 7058766.448298, 710149.612404 7058747.348598))"
3311,99.0,False,False,"POLYGON ((710130.660063 7058946.648523, 710111.707282 7059145.948849, 710311.271007 7059165.048966, 710330.223314 7058965.748432, 710130.660063 7058946.648523))"
3312,14.0,False,False,"POLYGON ((710330.223314 7058965.748432, 710311.271007 7059165.048966, 710510.834709 7059184.148536, 710529.786542 7058984.847793, 710330.223314 7058965.748432))"
3313,41.0,False,False,"POLYGON ((710311.271007 7059165.048966, 710292.318259 7059364.349902, 710491.882436 7059383.44968, 710510.834709 7059184.148536, 710311.271007 7059165.048966))"
3314,135.0,False,False,"POLYGON ((710111.707282 7059145.948849, 710092.75406 7059345.249577, 710292.318259 7059364.349902, 710311.271007 7059165.048966, 710111.707282 7059145.948849))"
3315,54.0,False,True,"POLYGON ((710092.75406 7059345.249577, 710073.800397 7059544.550705, 710273.365071 7059563.65124, 710292.318259 7059364.349902, 710092.75406 7059345.249577))"
3316,20.0,False,False,"POLYGON ((710292.318259 7059364.349902, 710273.365071 7059563.65124, 710472.929722 7059582.751226, 710491.882436 7059383.44968, 710292.318259 7059364.349902))"
3317,69.0,False,False,"POLYGON ((710491.882436 7059383.44968, 710472.929722 7059582.751226, 710672.49435 7059601.850665, 710691.446589 7059402.54891, 710491.882436 7059383.44968))"
3318,35.5,False,False,"POLYGON ((709893.189837 7059326.148703, 709874.2357 7059525.449623, 710073.800397 7059544.550705, 710092.75406 7059345.249577, 709893.189837 7059326.148703))"
3319,58.0,False,False,"POLYGON ((709475.106237 7059487.245815, 709456.15071 7059686.54672, 709655.715928 7059705.649106, 709674.67098 7059506.347993, 709475.106237 7059487.245815))"
3320,208.5,False,False,"POLYGON ((709275.54147 7059468.14309, 709256.585469 7059667.443785, 709456.15071 7059686.54672, 709475.106237 7059487.245815, 709275.54147 7059468.14309))"
3321,256.5,False,True,"POLYGON ((709075.976681 7059449.039817, 709057.020205 7059648.340303, 709256.585469 7059667.443785, 709275.54147 7059468.14309, 709075.976681 7059449.039817))"
3322,164.0,True,True,"POLYGON ((709094.932716 7059249.739732, 709075.976681 7059449.039817, 709275.54147 7059468.14309, 709294.497031 7059268.842796, 709094.932716 7059249.739732))"
3323,295.5,False,False,"POLYGON ((709294.497031 7059268.842796, 709275.54147 7059468.14309, 709475.106237 7059487.245815, 709494.061323 7059287.945313, 709294.497031 7059268.842796))"
3324,146.0,True,False,"POLYGON ((709494.061323 7059287.945313, 709475.106237 7059487.245815, 709674.67098 7059506.347993, 709693.625591 7059307.047282, 709494.061323 7059287.945313))"
3325,55.0,False,False,"POLYGON ((709513.015968 7059088.645211, 709494.061323 7059287.945313, 709693.625591 7059307.047282, 709712.579762 7059107.746972, 709513.015968 7059088.645211))"
3326,83.5,False,False,"POLYGON ((709531.970172 7058889.345511, 709513.015968 7059088.645211, 709712.579762 7059107.746972, 709731.533492 7058908.447063, 709531.970172 7058889.345511))"
3327,85.0,True,False,"POLYGON ((709332.406828 7058870.243412, 709313.45215 7059069.542903, 709513.015968 7059088.645211, 709531.970172 7058889.345511, 709332.406828 7058870.243412))"
3328,163.0,True,True,"POLYGON ((709313.45215 7059069.542903, 709294.497031 7059268.842796, 709494.061323 7059287.945313, 709513.015968 7059088.645211, 709313.45215 7059069.542903))"
3329,11.0,True,False,"POLYGON ((709113.888309 7059050.440048, 709094.932716 7059249.739732, 709294.497031 7059268.842796, 709313.45215 7059069.542903, 709113.888309 7059050.440048))"
3330,1520.0,True,True,"POLYGON ((709151.798173 7058651.841883, 709132.843462 7058851.140765, 709332.406828 7058870.243412, 709351.361066 7058670.944321, 709151.798173 7058651.841883))"
3331,366.0,True,False,"POLYGON ((709351.361066 7058670.944321, 709332.406828 7058870.243412, 709531.970172 7058889.345511, 709550.923935 7058690.046211, 709351.361066 7058670.944321))"
3332,9.0,False,False,"POLYGON ((709550.923935 7058690.046211, 709531.970172 7058889.345511, 709731.533492 7058908.447063, 709750.486781 7058709.147554, 709550.923935 7058690.046211))"
3333,144.0,True,False,"POLYGON ((709750.486781 7058709.147554, 709731.533492 7058908.447063, 709931.096789 7058927.548067, 709950.049604 7058728.24835, 709750.486781 7058709.147554))"
3334,40.0,True,False,"POLYGON ((709712.579762 7059107.746972, 709693.625591 7059307.047282, 709893.189837 7059326.148703, 709912.143533 7059126.848184, 709712.579762 7059107.746972))"
3335,102.0,False,False,"POLYGON ((709731.533492 7058908.447063, 709712.579762 7059107.746972, 709912.143533 7059126.848184, 709931.096789 7058927.548067, 709731.533492 7058908.447063))"
3336,242.5,False,False,"POLYGON ((709931.096789 7058927.548067, 709912.143533 7059126.848184, 710111.707282 7059145.948849, 710130.660063 7058946.648523, 709931.096789 7058927.548067))"
3337,177.5,False,True,"POLYGON ((709912.143533 7059126.848184, 709893.189837 7059326.148703, 710092.75406 7059345.249577, 710111.707282 7059145.948849, 709912.143533 7059126.848184))"
3338,292.0,False,True,"POLYGON ((709950.049604 7058728.24835, 709931.096789 7058927.548067, 710130.660063 7058946.648523, 710149.612404 7058747.348598, 709950.049604 7058728.24835))"
3339,218.0,True,True,"POLYGON ((709969.001979 7058528.949034, 709950.049604 7058728.24835, 710149.612404 7058747.348598, 710168.564305 7058548.049073, 709969.001979 7058528.949034))"
3340,469.5,True,True,"POLYGON ((709987.953913 7058329.650118, 709969.001979 7058528.949034, 710168.564305 7058548.049073, 710187.515766 7058348.749949, 709987.953913 7058329.650118))"
3341,400.0,True,True,"POLYGON ((710006.905407 7058130.351602, 709987.953913 7058329.650118, 710187.515766 7058348.749949, 710206.466786 7058149.451225, 710006.905407 7058130.351602))"
3342,251.0,True,False,"POLYGON ((709807.344006 7058111.251433, 709788.392038 7058310.54974, 709987.953913 7058329.650118, 710006.905407 7058130.351602, 709807.344006 7058111.251433))"
3343,300.5,True,True,"POLYGON ((709788.392038 7058310.54974, 709769.43963 7058509.848447, 709969.001979 7058528.949034, 709987.953913 7058329.650118, 709788.392038 7058310.54974))"
3344,426.0,True,True,"POLYGON ((709769.43963 7058509.848447, 709750.486781 7058709.147554, 709950.049604 7058728.24835, 709969.001979 7058528.949034, 709769.43963 7058509.848447))"
3345,181.0,True,False,"POLYGON ((709569.877258 7058490.747313, 709550.923935 7058690.046211, 709750.486781 7058709.147554, 709769.43963 7058509.848447, 709569.877258 7058490.747313))"
3346,40.0,True,False,"POLYGON ((709588.830139 7058291.448814, 709569.877258 7058490.747313, 709769.43963 7058509.848447, 709788.392038 7058310.54974, 709588.830139 7058291.448814))"
3347,465.5,True,True,"POLYGON ((709389.268217 7058272.347341, 709370.314862 7058471.645631, 709569.877258 7058490.747313, 709588.830139 7058291.448814, 709389.268217 7058272.347341))"
3348,51.0,True,False,"POLYGON ((709170.752443 7058452.543401, 709151.798173 7058651.841883, 709351.361066 7058670.944321, 709370.314862 7058471.645631, 709170.752443 7058452.543401))"
3349,522.0,True,True,"POLYGON ((709189.706272 7058253.24532, 709170.752443 7058452.543401, 709370.314862 7058471.645631, 709389.268217 7058272.347341, 709189.706272 7058253.24532))"
3350,996.0,True,True,"POLYGON ((709208.65966 7058053.947639, 709189.706272 7058253.24532, 709389.268217 7058272.347341, 709408.221132 7058073.049451, 709208.65966 7058053.947639))"
3351,955.5,True,True,"POLYGON ((709607.78258 7058092.150715, 709588.830139 7058291.448814, 709788.392038 7058310.54974, 709807.344006 7058111.251433, 709607.78258 7058092.150715))"
3352,352.5,True,True,"POLYGON ((709626.734581 7057892.853016, 709607.78258 7058092.150715, 709807.344006 7058111.251433, 709826.295533 7057911.953525, 709626.734581 7057892.853016))"
3353,625.0,True,True,"POLYGON ((709427.173606 7057873.75196, 709408.221132 7058073.049451, 709607.78258 7058092.150715, 709626.734581 7057892.853016, 709427.173606 7057873.75196))"
3354,399.5,True,True,"POLYGON ((709227.612607 7057854.650357, 709208.65966 7058053.947639, 709408.221132 7058073.049451, 709427.173606 7057873.75196, 709227.612607 7057854.650357))"
3355,287.5,True,False,"POLYGON ((709265.517179 7057456.056992, 709246.565113 7057655.353475, 709446.125639 7057674.45487, 709465.077231 7057475.158178, 709265.517179 7057456.056992))"
3356,35.0,True,False,"POLYGON ((709446.125639 7057674.45487, 709427.173606 7057873.75196, 709626.734581 7057892.853016, 709645.686141 7057693.555717, 709446.125639 7057674.45487))"
3357,261.0,True,False,"POLYGON ((709645.686141 7057693.555717, 709626.734581 7057892.853016, 709826.295533 7057911.953525, 709845.246619 7057712.656017, 709645.686141 7057693.555717))"
3358,39.0,True,True,"POLYGON ((709664.63726 7057494.258817, 709645.686141 7057693.555717, 709845.246619 7057712.656017, 709864.197265 7057513.358909, 709664.63726 7057494.258817))"
3359,68.0,True,False,"POLYGON ((709864.197265 7057513.358909, 709845.246619 7057712.656017, 710044.807074 7057731.755771, 710063.757248 7057532.458454, 709864.197265 7057513.358909))"
3360,533.5,True,True,"POLYGON ((709845.246619 7057712.656017, 709826.295533 7057911.953525, 710025.856461 7057931.053487, 710044.807074 7057731.755771, 709845.246619 7057712.656017))"
3361,82.0,False,False,"POLYGON ((709826.295533 7057911.953525, 709807.344006 7058111.251433, 710006.905407 7058130.351602, 710025.856461 7057931.053487, 709826.295533 7057911.953525))"
3362,140.0,False,True,"POLYGON ((710025.856461 7057931.053487, 710006.905407 7058130.351602, 710206.466786 7058149.451225, 710225.417366 7057950.152901, 710025.856461 7057931.053487))"
3363,174.5,True,False,"POLYGON ((710044.807074 7057731.755771, 710025.856461 7057931.053487, 710225.417366 7057950.152901, 710244.367506 7057750.854976, 710044.807074 7057731.755771))"
3364,184.5,True,False,"POLYGON ((710063.757248 7057532.458454, 710044.807074 7057731.755771, 710244.367506 7057750.854976, 710263.317206 7057551.557451, 710063.757248 7057532.458454))"
3365,242.5,True,False,"POLYGON ((710263.317206 7057551.557451, 710244.367506 7057750.854976, 710443.927915 7057769.953635, 710462.877142 7057570.655902, 710263.317206 7057551.557451))"
3366,375.5,True,True,"POLYGON ((710244.367506 7057750.854976, 710225.417366 7057950.152901, 710424.978248 7057969.251768, 710443.927915 7057769.953635, 710244.367506 7057750.854976))"
3367,456.5,True,True,"POLYGON ((710443.927915 7057769.953635, 710424.978248 7057969.251768, 710624.539107 7057988.350087, 710643.4883 7057789.051746, 710443.927915 7057769.953635))"
3368,143.5,False,True,"POLYGON ((710462.877142 7057570.655902, 710443.927915 7057769.953635, 710643.4883 7057789.051746, 710662.437054 7057589.753805, 710462.877142 7057570.655902))"
3369,92.0,False,False,"POLYGON ((710662.437054 7057589.753805, 710643.4883 7057789.051746, 710843.048663 7057808.14931, 710861.996943 7057608.851161, 710662.437054 7057589.753805))"
3370,120.0,False,False,"POLYGON ((710643.4883 7057789.051746, 710624.539107 7057988.350087, 710824.099942 7058007.447859, 710843.048663 7057808.14931, 710643.4883 7057789.051746))"
3371,175.5,False,False,"POLYGON ((710624.539107 7057988.350087, 710605.589474 7058187.648828, 710805.150783 7058206.746808, 710824.099942 7058007.447859, 710624.539107 7057988.350087))"
3372,322.5,True,False,"POLYGON ((710424.978248 7057969.251768, 710406.028141 7058168.5503, 710605.589474 7058187.648828, 710624.539107 7057988.350087, 710424.978248 7057969.251768))"
3373,520.0,True,True,"POLYGON ((710225.417366 7057950.152901, 710206.466786 7058149.451225, 710406.028141 7058168.5503, 710424.978248 7057969.251768, 710225.417366 7057950.152901))"
3374,690.0,True,True,"POLYGON ((710206.466786 7058149.451225, 710187.515766 7058348.749949, 710387.077595 7058367.849232, 710406.028141 7058168.5503, 710206.466786 7058149.451225))"
3375,472.5,True,True,"POLYGON ((710406.028141 7058168.5503, 710387.077595 7058367.849232, 710586.6394 7058386.947968, 710605.589474 7058187.648828, 710406.028141 7058168.5503))"
3376,288.0,True,False,"POLYGON ((710187.515766 7058348.749949, 710168.564305 7058548.049073, 710368.126608 7058567.148565, 710387.077595 7058367.849232, 710187.515766 7058348.749949))"
3377,653.0,True,True,"POLYGON ((710168.564305 7058548.049073, 710149.612404 7058747.348598, 710349.175181 7058766.448298, 710368.126608 7058567.148565, 710168.564305 7058548.049073))"
3378,135.0,False,False,"POLYGON ((710368.126608 7058567.148565, 710349.175181 7058766.448298, 710548.737934 7058785.547451, 710567.688887 7058586.247509, 710368.126608 7058567.148565))"
3379,138.0,False,True,"POLYGON ((710387.077595 7058367.849232, 710368.126608 7058567.148565, 710567.688887 7058586.247509, 710586.6394 7058386.947968, 710387.077595 7058367.849232))"
3380,101.0,False,False,"POLYGON ((710567.688887 7058586.247509, 710548.737934 7058785.547451, 710748.300665 7058804.646056, 710767.251144 7058605.345906, 710567.688887 7058586.247509))"
3381,98.0,False,False,"POLYGON ((710586.6394 7058386.947968, 710567.688887 7058586.247509, 710767.251144 7058605.345906, 710786.201183 7058406.046157, 710586.6394 7058386.947968))"
3382,334.5,True,False,"POLYGON ((710605.589474 7058187.648828, 710586.6394 7058386.947968, 710786.201183 7058406.046157, 710805.150783 7058206.746808, 710605.589474 7058187.648828))"
3383,183.0,True,True,"POLYGON ((710805.150783 7058206.746808, 710786.201183 7058406.046157, 710985.762943 7058425.143798, 711004.712069 7058225.844241, 710805.150783 7058206.746808))"
3384,122.5,False,False,"POLYGON ((710786.201183 7058406.046157, 710767.251144 7058605.345906, 710966.813377 7058624.443755, 710985.762943 7058425.143798, 710786.201183 7058406.046157))"
3385,173.0,False,False,"POLYGON ((710767.251144 7058605.345906, 710748.300665 7058804.646056, 710947.863372 7058823.744113, 710966.813377 7058624.443755, 710767.251144 7058605.345906))"
3386,194.5,False,False,"POLYGON ((710985.762943 7058425.143798, 710966.813377 7058624.443755, 711166.375588 7058643.541057, 711185.324679 7058444.240891, 710985.762943 7058425.143798))"
3387,77.0,False,False,"POLYGON ((710966.813377 7058624.443755, 710947.863372 7058823.744113, 711147.426057 7058842.841623, 711166.375588 7058643.541057, 710966.813377 7058624.443755))"
3388,15.0,False,False,"POLYGON ((711166.375588 7058643.541057, 711147.426057 7058842.841623, 711346.988718 7058861.938585, 711365.937775 7058662.637811, 711166.375588 7058643.541057))"
3389,160.5,False,False,"POLYGON ((711185.324679 7058444.240891, 711166.375588 7058643.541057, 711365.937775 7058662.637811, 711384.886393 7058463.337437, 711185.324679 7058444.240891))"
3390,62.0,False,True,"POLYGON ((711004.712069 7058225.844241, 710985.762943 7058425.143798, 711185.324679 7058444.240891, 711204.273331 7058244.941126, 711004.712069 7058225.844241))"
3391,120.5,False,False,"POLYGON ((711204.273331 7058244.941126, 711185.324679 7058444.240891, 711384.886393 7058463.337437, 711403.834571 7058264.037464, 711204.273331 7058244.941126))"
3392,155.0,False,False,"POLYGON ((711223.221544 7058045.641761, 711204.273331 7058244.941126, 711403.834571 7058264.037464, 711422.78231 7058064.737891, 711223.221544 7058045.641761))"
3393,67.0,False,True,"POLYGON ((711023.660755 7058026.545084, 711004.712069 7058225.844241, 711204.273331 7058244.941126, 711223.221544 7058045.641761, 711023.660755 7058026.545084))"
3394,156.0,False,False,"POLYGON ((710824.099942 7058007.447859, 710805.150783 7058206.746808, 711004.712069 7058225.844241, 711023.660755 7058026.545084, 710824.099942 7058007.447859))"
3395,80.0,True,True,"POLYGON ((710843.048663 7057808.14931, 710824.099942 7058007.447859, 711023.660755 7058026.545084, 711042.609002 7057827.246327, 710843.048663 7057808.14931))"
3396,104.0,False,True,"POLYGON ((710861.996943 7057608.851161, 710843.048663 7057808.14931, 711042.609002 7057827.246327, 711061.556809 7057627.947969, 710861.996943 7057608.851161))"
3397,151.5,False,False,"POLYGON ((711061.556809 7057627.947969, 711042.609002 7057827.246327, 711242.169317 7057846.342796, 711261.116651 7057647.044231, 711061.556809 7057627.947969))"
3398,94.0,False,False,"POLYGON ((711042.609002 7057827.246327, 711023.660755 7058026.545084, 711223.221544 7058045.641761, 711242.169317 7057846.342796, 711042.609002 7057827.246327))"
3399,109.0,True,False,"POLYGON ((711242.169317 7057846.342796, 711223.221544 7058045.641761, 711422.78231 7058064.737891, 711441.72961 7057865.438718, 711242.169317 7057846.342796))"
3400,61.5,False,False,"POLYGON ((711261.116651 7057647.044231, 711242.169317 7057846.342796, 711441.72961 7057865.438718, 711460.676471 7057666.139945, 711261.116651 7057647.044231))"
3401,44.0,False,False,"POLYGON ((711460.676471 7057666.139945, 711441.72961 7057865.438718, 711641.28988 7057884.534093, 711660.236267 7057685.235112, 711460.676471 7057666.139945))"
3402,128.0,False,False,"POLYGON ((711441.72961 7057865.438718, 711422.78231 7058064.737891, 711622.343053 7058083.833474, 711641.28988 7057884.534093, 711441.72961 7057865.438718))"
3403,135.0,False,False,"POLYGON ((711422.78231 7058064.737891, 711403.834571 7058264.037464, 711603.395788 7058283.133255, 711622.343053 7058083.833474, 711422.78231 7058064.737891))"
3404,101.5,False,True,"POLYGON ((711622.343053 7058083.833474, 711603.395788 7058283.133255, 711802.956981 7058302.228498, 711821.903773 7058102.928509, 711622.343053 7058083.833474))"
3405,107.0,False,True,"POLYGON ((711641.28988 7057884.534093, 711622.343053 7058083.833474, 711821.903773 7058102.928509, 711840.850126 7057903.62892, 711641.28988 7057884.534093))"
3406,46.0,False,False,"POLYGON ((711660.236267 7057685.235112, 711641.28988 7057884.534093, 711840.850126 7057903.62892, 711859.79604 7057704.329731, 711660.236267 7057685.235112))"
3407,21.0,False,False,"POLYGON ((711859.79604 7057704.329731, 711840.850126 7057903.62892, 712040.41035 7057922.7232, 712059.355791 7057723.423803, 711859.79604 7057704.329731))"
3408,56.5,False,False,"POLYGON ((711840.850126 7057903.62892, 711821.903773 7058102.928509, 712021.46447 7058122.022996, 712040.41035 7057922.7232, 711840.850126 7057903.62892))"
3409,121.0,False,True,"POLYGON ((712040.41035 7057922.7232, 712021.46447 7058122.022996, 712221.025144 7058141.116936, 712239.97055 7057941.816932, 712040.41035 7057922.7232))"
3410,83.0,False,False,"POLYGON ((712059.355791 7057723.423803, 712040.41035 7057922.7232, 712239.97055 7057941.816932, 712258.915518 7057742.517328, 712059.355791 7057723.423803))"
3411,45.5,False,False,"POLYGON ((712258.915518 7057742.517328, 712239.97055 7057941.816932, 712439.530728 7057960.910117, 712458.475222 7057761.610305, 712258.915518 7057742.517328))"
3412,33.0,False,False,"POLYGON ((712021.46447 7058122.022996, 712002.518152 7058321.323193, 712202.0793 7058340.417341, 712221.025144 7058141.116936, 712021.46447 7058122.022996))"
3413,70.5,False,False,"POLYGON ((711821.903773 7058102.928509, 711802.956981 7058302.228498, 712002.518152 7058321.323193, 712021.46447 7058122.022996, 711821.903773 7058102.928509))"
3414,87.0,False,False,"POLYGON ((711802.956981 7058302.228498, 711784.009751 7058501.528886, 711983.571395 7058520.62379, 712002.518152 7058321.323193, 711802.956981 7058302.228498))"
3415,30.0,False,False,"POLYGON ((711964.6242 7058719.924787, 711945.676565 7058919.226185, 712145.239135 7058938.320956, 712164.186296 7058739.01935, 711964.6242 7058719.924787))"
3416,58.5,False,False,"POLYGON ((711983.571395 7058520.62379, 711964.6242 7058719.924787, 712164.186296 7058739.01935, 712183.133017 7058539.718145, 711983.571395 7058520.62379))"
